concurso,metodo,dezenas,acertos
2019,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2019,M3_mais_atrasadas,01-02-06-07-08-09-10-15-16-17-19-22-23-24-25,9
2019,M4_par_impar_balanceado,05-06-08-12-13-14-15-16-17-18-19-20-23-24-25,10
2019,M5_soma_faixa_comum,02-03-04-06-07-08-09-10-12-14-16-19-23-24-25,9
2020,M1_aleatorio_puro,02-04-06-08-10-12-14-15-16-18-20-21-22-23-25,9
2020,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,7
2020,M3_mais_atrasadas,02-03-04-06-07-12-13-15-16-17-19-21-22-23-25,11
2020,M4_par_impar_balanceado,02-04-05-08-09-12-15-16-17-18-21-22-23-24-25,11
2020,M5_soma_faixa_comum,01-03-07-08-09-10-11-12-14-15-16-17-21-23-24,9
2021,M1_aleatorio_puro,02-03-05-08-09-11-13-15-16-17-18-19-20-21-24,7
2021,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2021,M3_mais_atrasadas,01-02-06-07-09-10-11-13-14-17-18-19-22-23-24,10
2021,M4_par_impar_balanceado,01-02-04-05-06-09-10-11-13-14-16-22-23-24-25,8
2021,M5_soma_faixa_comum,02-03-04-06-09-11-12-13-14-16-17-19-22-24-25,8
2022,M1_aleatorio_puro,01-02-05-07-10-11-13-14-15-17-18-19-23-24-25,8
2022,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2022,M3_mais_atrasadas,05-06-08-09-11-13-14-16-17-19-20-21-23-24-25,9
2022,M4_par_impar_balanceado,02-03-04-05-06-07-11-12-13-14-15-20-22-23-24,7
2022,M5_soma_faixa_comum,02-04-05-07-08-11-13-15-16-17-18-19-21-22-23,7
2023,M1_aleatorio_puro,04-05-09-11-12-13-15-17-18-19-20-21-22-23-25,9
2023,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2023,M3_mais_atrasadas,02-04-05-06-07-12-13-14-15-16-19-20-23-24-25,9
2023,M4_par_impar_balanceado,01-03-04-05-08-12-14-15-16-17-18-20-23-24-25,10
2023,M5_soma_faixa_comum,02-04-06-07-09-11-12-14-15-16-17-20-21-23-24,10
2024,M1_aleatorio_puro,06-07-08-09-10-12-14-16-18-19-21-22-23-24-25,8
2024,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2024,M3_mais_atrasadas,02-03-05-06-07-09-10-13-16-17-18-20-22-23-24,9
2024,M4_par_impar_balanceado,05-06-07-08-09-10-12-13-14-15-16-20-22-23-25,6
2024,M5_soma_faixa_comum,01-03-04-05-06-07-08-11-12-17-18-19-22-23-25,10
2025,M1_aleatorio_puro,01-02-03-06-07-08-12-13-14-15-16-17-18-19-21,10
2025,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2025,M3_mais_atrasadas,01-07-09-10-11-12-13-15-16-17-19-20-21-22-25,8
2025,M4_par_impar_balanceado,02-04-05-07-08-09-10-11-15-16-18-21-22-24-25,9
2025,M5_soma_faixa_comum,02-04-05-06-10-11-12-13-15-17-19-21-22-24-25,8
2026,M1_aleatorio_puro,04-08-10-11-13-14-15-16-17-18-19-20-21-23-25,9
2026,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,12
2026,M3_mais_atrasadas,01-03-04-05-06-07-11-13-17-18-20-21-23-24-25,11
2026,M4_par_impar_balanceado,03-04-06-07-08-09-12-14-15-16-18-19-21-22-23,9
2026,M5_soma_faixa_comum,01-03-04-05-07-08-09-10-13-15-18-19-23-24-25,8
2027,M1_aleatorio_puro,01-03-04-05-06-10-11-12-13-15-16-18-19-21-23,8
2027,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2027,M3_mais_atrasadas,01-02-03-05-06-07-08-09-10-12-15-17-18-21-25,10
2027,M4_par_impar_balanceado,01-02-03-04-06-07-08-10-17-18-19-20-21-22-25,9
2027,M5_soma_faixa_comum,01-04-05-07-08-10-11-12-13-14-15-17-19-21-24,7
2028,M1_aleatorio_puro,01-05-06-07-09-10-12-14-18-19-21-22-23-24-25,8
2028,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2028,M3_mais_atrasadas,02-03-04-05-08-10-11-13-14-15-18-19-20-22-24,9
2028,M4_par_impar_balanceado,02-04-06-07-08-09-11-13-14-16-17-18-19-22-23,9
2028,M5_soma_faixa_comum,01-02-04-08-10-12-13-14-16-17-18-19-20-22-25,9
2029,M1_aleatorio_puro,05-06-07-08-09-10-12-14-16-17-19-21-22-24-25,10
2029,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2029,M3_mais_atrasadas,05-06-07-09-10-11-12-13-14-15-17-21-22-24-25,9
2029,M4_par_impar_balanceado,02-03-04-05-06-12-15-16-17-18-20-21-23-24-25,8
2029,M5_soma_faixa_comum,01-04-06-07-09-10-11-13-15-17-18-19-20-23-25,9
2030,M1_aleatorio_puro,01-02-05-10-12-13-14-15-16-17-18-20-23-24-25,9
2030,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2030,M3_mais_atrasadas,01-02-03-05-06-08-09-10-12-13-14-15-18-20-21,9
2030,M4_par_impar_balanceado,01-02-03-04-06-08-09-14-18-19-21-22-23-24-25,10
2030,M5_soma_faixa_comum,01-02-05-07-09-10-12-13-14-16-20-21-23-24-25,8
2031,M1_aleatorio_puro,02-03-05-06-07-08-09-11-12-15-16-18-20-21-22,9
2031,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2031,M3_mais_atrasadas,01-02-06-07-08-11-12-13-16-18-20-21-23-24-25,11
2031,M4_par_impar_balanceado,02-04-05-06-07-09-10-11-12-14-15-17-18-24-25,9
2031,M5_soma_faixa_comum,02-03-04-06-09-11-12-13-14-18-19-20-21-24-25,9
2032,M1_aleatorio_puro,02-04-06-08-10-11-13-15-16-17-19-21-22-23-24,9
2032,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,7
2032,M3_mais_atrasadas,03-04-05-06-08-11-14-15-16-17-18-19-20-21-22,9
2032,M4_par_impar_balanceado,02-04-06-08-09-12-15-16-17-18-19-20-21-23-25,11
2032,M5_soma_faixa_comum,01-02-05-07-09-11-12-15-16-18-19-21-22-24-25,11
2033,M1_aleatorio_puro,02-04-05-07-09-12-13-14-16-18-19-21-22-23-25,9
2033,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2033,M3_mais_atrasadas,01-02-03-06-09-10-11-14-15-16-18-20-22-23-24,9
2033,M4_par_impar_balanceado,02-04-05-07-08-09-10-14-17-18-19-20-21-22-25,9
2033,M5_soma_faixa_comum,01-02-03-04-07-10-12-13-14-16-18-21-22-24-25,9
2034,M1_aleatorio_puro,01-02-03-04-06-10-12-15-16-17-18-19-21-22-24,8
2034,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2034,M3_mais_atrasadas,01-02-03-04-07-08-09-13-14-15-16-18-23-24-25,11
2034,M4_par_impar_balanceado,01-03-04-05-08-10-12-13-14-15-16-20-22-23-25,9
2034,M5_soma_faixa_comum,01-03-04-07-09-11-13-14-15-16-17-18-19-20-24,12
2035,M1_aleatorio_puro,02-03-04-06-07-08-09-10-12-16-21-22-23-24-25,9
2035,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,11
2035,M3_mais_atrasadas,02-03-04-06-08-10-12-15-17-20-21-22-23-24-25,9
2035,M4_par_impar_balanceado,01-02-05-06-08-09-10-11-12-15-16-17-22-23-24,8
2035,M5_soma_faixa_comum,01-03-04-06-07-08-10-12-13-16-18-21-22-24-25,10
2036,M1_aleatorio_puro,01-02-05-07-10-11-13-14-17-18-19-20-23-24-25,9
2036,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2036,M3_mais_atrasadas,01-02-03-04-05-06-07-08-09-11-14-15-17-19-21,9
2036,M4_par_impar_balanceado,02-03-05-06-08-09-10-11-12-15-17-18-19-20-22,9
2036,M5_soma_faixa_comum,03-04-06-07-10-11-13-14-15-16-19-20-23-24-25,8
2037,M1_aleatorio_puro,02-03-04-05-07-09-10-13-14-15-18-20-23-24-25,9
2037,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2037,M3_mais_atrasadas,01-02-03-05-06-09-10-13-14-15-16-19-20-22-24,8
2037,M4_par_impar_balanceado,01-03-04-05-08-09-10-12-14-15-20-22-23-24-25,9
2037,M5_soma_faixa_comum,03-04-05-07-08-09-10-13-14-16-17-18-19-20-24,9
2038,M1_aleatorio_puro,01-02-03-04-05-06-07-08-12-16-17-18-19-21-25,9
2038,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2038,M3_mais_atrasadas,03-05-06-11-12-13-15-17-18-19-21-22-23-24-25,10
2038,M4_par_impar_balanceado,02-04-05-07-09-12-13-16-17-18-19-20-22-24-25,9
2038,M5_soma_faixa_comum,02-03-05-07-08-09-10-11-13-17-20-22-23-24-25,9
2039,M1_aleatorio_puro,01-08-09-10-11-12-13-16-17-18-20-22-23-24-25,6
2039,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,12
2039,M3_mais_atrasadas,01-02-04-05-06-07-08-09-13-16-17-19-21-22-23,8
2039,M4_par_impar_balanceado,02-03-05-07-10-12-13-16-17-18-20-21-22-24-25,7
2039,M5_soma_faixa_comum,01-02-03-04-10-12-14-15-16-17-19-21-22-23-25,11
2040,M1_aleatorio_puro,01-03-04-06-11-12-13-14-15-16-17-18-19-21-25,8
2040,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2040,M3_mais_atrasadas,01-07-08-09-11-12-13-16-17-18-20-22-23-24-25,9
2040,M4_par_impar_balanceado,02-03-04-05-07-08-14-15-18-19-20-21-22-23-24,10
2040,M5_soma_faixa_comum,02-03-05-06-07-11-12-13-14-15-16-19-20-23-25,10
2041,M1_aleatorio_puro,02-03-05-06-07-08-10-15-16-19-20-22-23-24-25,8
2041,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,11
2041,M3_mais_atrasadas,01-03-04-05-06-07-09-10-12-13-17-18-19-23-25,9
2041,M4_par_impar_balanceado,01-02-04-05-06-07-08-09-10-12-13-18-19-24-25,9
2041,M5_soma_faixa_comum,01-03-05-07-09-10-13-14-15-16-21-22-23-24-25,10
2042,M1_aleatorio_puro,01-02-04-05-08-10-11-12-14-15-17-18-20-21-25,11
2042,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2042,M3_mais_atrasadas,01-03-05-06-08-09-10-11-12-13-15-18-20-21-23,8
2042,M4_par_impar_balanceado,01-02-03-10-11-12-13-14-15-16-17-20-22-24-25,10
2042,M5_soma_faixa_comum,01-02-03-05-09-11-12-13-17-18-20-21-23-24-25,9
2043,M1_aleatorio_puro,03-05-08-09-13-14-15-16-17-18-19-20-22-23-24,11
2043,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2043,M3_mais_atrasadas,01-05-06-07-10-11-13-14-15-16-17-18-19-20-23,9
2043,M4_par_impar_balanceado,03-05-06-09-12-13-14-16-18-19-20-21-22-23-24,11
2043,M5_soma_faixa_comum,02-03-05-06-09-11-12-13-14-15-17-18-23-24-25,11
2044,M1_aleatorio_puro,02-04-07-08-09-11-14-16-17-18-20-21-22-24-25,9
2044,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2044,M3_mais_atrasadas,01-02-04-05-06-08-10-11-15-16-18-19-20-22-24,10
2044,M4_par_impar_balanceado,01-02-03-08-09-10-11-12-16-20-21-22-23-24-25,9
2044,M5_soma_faixa_comum,02-03-04-07-08-09-11-13-14-16-19-21-22-23-25,8
2045,M1_aleatorio_puro,02-04-05-08-10-11-12-13-14-15-19-20-21-22-25,8
2045,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2045,M3_mais_atrasadas,01-02-04-06-07-08-09-11-12-14-15-16-18-22-23,6
2045,M4_par_impar_balanceado,04-06-10-11-12-13-14-15-17-18-19-20-21-22-25,9
2045,M5_soma_faixa_comum,01-05-06-09-10-11-12-13-16-18-19-20-21-22-23,10
2046,M1_aleatorio_puro,04-05-06-07-08-10-11-13-14-16-17-18-21-22-23,9
2046,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,11
2046,M3_mais_atrasadas,01-02-04-05-06-07-08-09-10-11-12-14-15-22-23,9
2046,M4_par_impar_balanceado,02-03-05-07-08-10-11-12-14-16-17-18-19-20-21,8
2046,M5_soma_faixa_comum,01-02-03-06-07-08-12-17-18-19-20-22-23-24-25,9
2047,M1_aleatorio_puro,02-03-04-05-07-08-13-14-15-16-20-21-22-23-25,11
2047,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2047,M3_mais_atrasadas,02-05-06-07-08-09-10-12-13-15-16-18-19-20-25,10
2047,M4_par_impar_balanceado,01-02-08-09-12-14-15-17-18-19-20-21-22-23-24,8
2047,M5_soma_faixa_comum,01-02-03-05-08-09-11-12-14-15-16-19-22-24-25,8
2048,M1_aleatorio_puro,01-02-03-04-08-10-11-12-13-14-16-17-21-23-25,9
2048,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2048,M3_mais_atrasadas,01-06-07-09-10-11-12-13-14-15-17-19-22-24-25,9
2048,M4_par_impar_balanceado,02-04-05-06-07-09-10-12-13-14-15-17-22-23-24,7
2048,M5_soma_faixa_comum,01-02-03-04-05-06-07-12-15-18-19-20-21-23-25,10
2049,M1_aleatorio_puro,01-04-06-07-09-10-13-14-17-19-20-21-22-23-24,10
2049,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2049,M3_mais_atrasadas,02-04-05-06-10-11-14-15-16-17-18-19-23-24-25,8
2049,M4_par_impar_balanceado,02-03-04-06-08-09-11-14-15-17-18-20-22-23-25,10
2049,M5_soma_faixa_comum,01-04-05-08-09-10-13-14-15-16-17-20-21-22-25,12
2050,M1_aleatorio_puro,02-04-07-09-10-11-12-13-14-15-17-18-19-20-23,9
2050,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2050,M3_mais_atrasadas,01-02-03-05-06-07-12-13-15-18-19-21-22-23-25,12
2050,M4_par_impar_balanceado,01-02-03-04-05-06-07-11-12-14-16-17-20-21-24,9
2050,M5_soma_faixa_comum,01-02-03-06-07-10-11-12-14-17-18-21-22-24-25,9
2051,M1_aleatorio_puro,02-03-04-05-06-07-11-12-13-14-15-18-20-23-24,8
2051,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2051,M3_mais_atrasadas,02-03-05-08-09-10-11-12-14-15-16-20-23-24-25,9
2051,M4_par_impar_balanceado,02-05-06-07-08-10-11-12-13-14-20-21-22-23-25,8
2051,M5_soma_faixa_comum,01-03-06-07-09-10-12-13-14-16-17-18-19-20-25,11
2052,M1_aleatorio_puro,01-03-04-07-08-09-10-11-12-13-17-18-21-22-25,10
2052,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2052,M3_mais_atrasadas,01-05-06-08-11-13-14-15-17-19-20-21-22-24-25,9
2052,M4_par_impar_balanceado,02-04-05-06-07-08-09-10-11-14-17-18-19-21-22,7
2052,M5_soma_faixa_comum,03-04-05-06-07-09-11-12-13-14-17-20-21-22-24,9
2053,M1_aleatorio_puro,01-02-04-05-07-08-09-10-11-16-18-19-22-23-24,8
2053,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2053,M3_mais_atrasadas,01-02-05-06-07-08-09-11-13-15-19-20-21-22-23,8
2053,M4_par_impar_balanceado,02-03-04-05-06-08-15-17-18-19-20-21-22-23-24,10
2053,M5_soma_faixa_comum,01-05-06-07-08-09-10-13-14-17-18-20-23-24-25,7
2054,M1_aleatorio_puro,01-04-06-07-08-09-10-12-15-16-18-22-23-24-25,7
2054,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2054,M3_mais_atrasadas,01-02-04-05-06-07-08-10-12-14-15-18-19-21-25,10
2054,M4_par_impar_balanceado,02-03-04-07-08-10-12-13-16-19-20-21-23-24-25,9
2054,M5_soma_faixa_comum,01-02-03-05-06-08-10-11-14-17-18-20-22-23-25,11
2055,M1_aleatorio_puro,03-04-05-06-08-09-10-11-12-14-15-19-22-23-25,9
2055,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2055,M3_mais_atrasadas,01-02-04-06-09-10-13-15-16-17-18-20-22-24-25,7
2055,M4_par_impar_balanceado,01-02-03-04-07-08-09-11-12-13-14-16-18-24-25,10
2055,M5_soma_faixa_comum,02-03-06-07-10-11-12-13-15-16-18-21-22-23-25,10
2056,M1_aleatorio_puro,01-02-04-06-07-09-11-14-16-17-19-21-23-24-25,8
2056,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2056,M3_mais_atrasadas,01-06-08-09-10-12-13-16-17-18-19-20-21-22-24,11
2056,M4_par_impar_balanceado,01-02-03-08-11-12-15-16-17-18-20-21-22-23-24,8
2056,M5_soma_faixa_comum,02-05-06-07-08-09-10-14-15-16-17-19-21-23-25,9
2057,M1_aleatorio_puro,01-02-04-05-06-09-12-13-14-15-16-18-20-22-23,11
2057,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2057,M3_mais_atrasadas,01-02-03-06-07-08-11-12-14-15-17-22-23-24-25,8
2057,M4_par_impar_balanceado,01-02-04-06-09-11-14-15-17-18-19-20-22-23-24,8
2057,M5_soma_faixa_comum,02-03-04-05-07-09-11-12-13-17-19-21-23-24-25,7
2058,M1_aleatorio_puro,02-04-05-07-08-09-10-11-14-15-18-21-22-23-25,9
2058,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2058,M3_mais_atrasadas,01-02-03-04-06-07-09-15-16-17-19-21-22-23-24,8
2058,M4_par_impar_balanceado,01-03-04-05-06-07-08-11-12-14-15-18-22-23-24,10
2058,M5_soma_faixa_comum,01-02-05-07-09-10-11-14-15-17-19-20-22-24-25,10
2059,M1_aleatorio_puro,03-05-07-08-09-10-11-12-14-15-16-19-22-23-25,9
2059,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2059,M3_mais_atrasadas,02-03-04-06-08-09-11-13-16-17-18-19-20-21-25,8
2059,M4_par_impar_balanceado,01-02-03-04-06-08-10-11-13-14-15-16-19-22-25,8
2059,M5_soma_faixa_comum,01-02-03-08-10-11-12-16-17-18-19-20-22-24-25,9
2060,M1_aleatorio_puro,01-03-07-08-09-10-11-12-15-16-17-18-19-24-25,8
2060,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2060,M3_mais_atrasadas,02-03-04-06-07-08-09-11-13-14-17-20-22-24-25,9
2060,M4_par_impar_balanceado,01-04-07-08-09-10-12-14-16-17-18-19-20-23-25,9
2060,M5_soma_faixa_comum,01-03-05-06-08-09-12-13-14-16-17-19-22-23-24,11
2061,M1_aleatorio_puro,02-03-04-07-10-11-12-14-15-16-17-21-22-24-25,8
2061,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2061,M3_mais_atrasadas,01-02-04-06-07-08-09-10-11-12-14-15-16-17-20,10
2061,M4_par_impar_balanceado,01-03-04-05-08-09-10-12-14-16-17-18-21-22-23,10
2061,M5_soma_faixa_comum,01-03-04-06-07-08-09-10-11-14-19-21-23-24-25,7
2062,M1_aleatorio_puro,01-03-06-08-10-11-13-15-17-20-21-22-23-24-25,9
2062,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2062,M3_mais_atrasadas,03-04-05-06-07-09-13-14-15-16-18-22-23-24-25,10
2062,M4_par_impar_balanceado,01-02-03-07-08-12-14-15-16-17-18-20-23-24-25,9
2062,M5_soma_faixa_comum,01-02-04-05-07-10-11-12-14-16-17-19-20-21-24,8
2063,M1_aleatorio_puro,03-04-05-06-07-08-11-12-14-16-17-19-20-21-23,7
2063,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,11
2063,M3_mais_atrasadas,01-02-05-06-11-12-13-14-16-17-18-19-21-24-25,11
2063,M4_par_impar_balanceado,01-02-03-04-05-06-07-10-13-15-16-18-20-22-23,11
2063,M5_soma_faixa_comum,01-02-05-08-09-10-11-12-13-15-16-17-19-23-25,9
2064,M1_aleatorio_puro,02-03-04-05-09-10-11-13-15-16-17-18-21-22-23,8
2064,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2064,M3_mais_atrasadas,03-04-05-06-08-09-11-12-14-15-17-18-21-22-23,8
2064,M4_par_impar_balanceado,01-04-05-06-07-08-10-11-12-14-15-18-19-22-25,9
2064,M5_soma_faixa_comum,03-04-05-06-07-09-11-12-13-14-16-19-20-21-23,9
2065,M1_aleatorio_puro,02-03-05-06-07-08-09-10-11-13-14-19-20-21-22,12
2065,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2065,M3_mais_atrasadas,01-02-03-04-05-07-08-12-13-14-15-16-18-23-25,7
2065,M4_par_impar_balanceado,01-02-04-07-08-09-10-12-13-17-19-20-22-24-25,10
2065,M5_soma_faixa_comum,01-03-05-06-08-09-14-15-16-17-19-21-22-23-24,9
2066,M1_aleatorio_puro,01-02-04-06-07-08-09-10-11-12-13-14-15-23-24,10
2066,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,7
2066,M3_mais_atrasadas,01-02-03-04-06-12-15-16-18-19-20-21-23-24-25,10
2066,M4_par_impar_balanceado,01-02-04-07-10-12-13-15-16-17-18-19-20-24-25,11
2066,M5_soma_faixa_comum,01-02-05-06-08-09-10-11-14-16-19-20-22-23-24,9
2067,M1_aleatorio_puro,02-03-04-07-08-10-11-15-16-17-18-19-20-21-25,8
2067,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2067,M3_mais_atrasadas,01-03-04-05-06-07-11-13-17-18-20-21-22-23-24,8
2067,M4_par_impar_balanceado,01-02-05-08-09-11-12-13-14-15-17-18-20-22-24,9
2067,M5_soma_faixa_comum,01-02-03-05-10-12-13-15-17-19-20-21-22-24-25,9
2068,M1_aleatorio_puro,02-03-04-10-12-13-15-16-18-19-20-21-22-23-25,11
2068,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2068,M3_mais_atrasadas,01-02-03-04-05-06-08-10-11-13-14-15-18-22-25,8
2068,M4_par_impar_balanceado,01-02-03-04-05-06-08-11-12-13-18-22-23-24-25,7
2068,M5_soma_faixa_comum,01-02-03-04-05-06-09-10-17-19-20-22-23-24-25,9
2069,M1_aleatorio_puro,03-05-08-09-10-11-12-13-18-19-20-22-23-24-25,8
2069,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2069,M3_mais_atrasadas,04-05-06-08-09-11-12-13-15-16-17-18-19-22-23,8
2069,M4_par_impar_balanceado,01-02-04-07-09-10-12-13-14-16-17-18-21-23-24,10
2069,M5_soma_faixa_comum,02-05-06-07-08-11-13-14-16-17-18-21-22-23-25,10
2070,M1_aleatorio_puro,01-02-03-04-06-11-13-14-17-18-19-20-22-23-25,9
2070,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2070,M3_mais_atrasadas,04-08-09-10-11-12-13-14-15-16-18-19-20-21-25,11
2070,M4_par_impar_balanceado,03-04-06-07-08-11-14-15-16-20-21-22-23-24-25,9
2070,M5_soma_faixa_comum,03-04-06-07-08-10-11-12-15-16-17-18-21-23-25,8
2071,M1_aleatorio_puro,01-03-04-05-08-11-14-15-16-17-19-20-21-22-24,8
2071,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2071,M3_mais_atrasadas,01-03-05-07-08-10-11-14-16-18-20-21-22-23-24,6
2071,M4_par_impar_balanceado,03-04-07-10-11-14-15-16-18-19-20-21-22-24-25,8
2071,M5_soma_faixa_comum,01-02-03-05-07-09-10-14-15-16-17-21-22-24-25,9
2072,M1_aleatorio_puro,07-08-09-11-12-13-14-15-16-17-18-19-20-23-24,9
2072,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2072,M3_mais_atrasadas,03-04-05-06-07-08-12-14-15-16-18-19-22-23-24,8
2072,M4_par_impar_balanceado,01-02-03-04-05-06-09-11-12-13-15-16-20-22-24,10
2072,M5_soma_faixa_comum,02-04-05-07-08-11-12-14-15-16-17-19-21-22-25,8
2073,M1_aleatorio_puro,01-02-03-04-06-07-08-09-10-17-18-19-21-24-25,7
2073,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2073,M3_mais_atrasadas,02-03-05-06-07-08-11-12-16-19-20-21-23-24-25,11
2073,M4_par_impar_balanceado,01-04-06-07-08-10-11-14-17-19-20-21-22-23-24,8
2073,M5_soma_faixa_comum,02-03-04-05-06-07-10-12-15-16-19-20-21-23-25,11
2074,M1_aleatorio_puro,01-02-04-05-08-09-10-12-14-17-19-21-22-23-25,9
2074,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2074,M3_mais_atrasadas,01-02-03-05-08-09-10-12-13-14-15-17-18-21-22,9
2074,M4_par_impar_balanceado,01-02-03-06-09-10-11-13-14-16-17-18-20-24-25,9
2074,M5_soma_faixa_comum,02-03-06-07-09-10-11-12-13-14-15-18-20-24-25,10
2075,M1_aleatorio_puro,01-02-03-08-09-11-13-15-16-17-18-20-21-23-25,9
2075,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2075,M3_mais_atrasadas,01-07-08-10-11-12-13-14-16-17-18-19-20-23-24,10
2075,M4_par_impar_balanceado,01-02-03-04-06-08-11-12-15-16-21-22-23-24-25,8
2075,M5_soma_faixa_comum,01-03-05-08-09-10-11-13-14-15-18-19-20-24-25,10
2076,M1_aleatorio_puro,01-02-03-06-07-09-11-14-15-16-17-18-20-22-24,10
2076,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2076,M3_mais_atrasadas,01-02-03-04-06-07-10-13-14-15-16-18-20-21-22,9
2076,M4_par_impar_balanceado,01-02-05-06-10-11-13-14-16-17-18-20-21-24-25,10
2076,M5_soma_faixa_comum,01-04-05-08-09-10-11-12-13-16-18-20-21-23-25,9
2077,M1_aleatorio_puro,01-02-03-05-08-09-10-11-12-13-14-17-19-23-24,9
2077,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2077,M3_mais_atrasadas,01-02-04-07-08-10-11-14-16-17-18-19-20-21-23,8
2077,M4_par_impar_balanceado,01-02-04-05-06-09-13-14-15-16-17-20-22-24-25,8
2077,M5_soma_faixa_comum,03-04-05-06-07-12-13-14-15-16-17-19-21-22-25,11
2078,M1_aleatorio_puro,01-02-03-06-07-09-11-12-16-17-18-19-20-21-25,10
2078,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
